osm_id,osm_type,name,opening_hours,amenity,parking,fuel,capacity,public_transport,operator,leisure,layer,railway,surface,building,longitude,latitude,geom_type
"5680293",relations,Управление Пенсионного фонда РФ в Калининском районе,,,,,,,,,,,,public,30.3775537875518,59.961889360828,POLYGON
"5628069",relations,,,,,,,,,,,,,yes,30.3775447377509,59.9624290124118,POLYGON
"5628057",relations,,,,,,,,,,,,,yes,30.377275433286,59.9632179003679,POLYGON
"5628060",relations,,,,,,,,,,,,,yes,30.3782061648602,59.96284425544,POLYGON
"15814699",relations,,,,,,,,,,,,,industrial,30.3758679005334,59.9587396134042,POLYGON
"7360391",relations,,,,,,,,,,,,,yes,30.397367663619,59.9618255785952,POLYGON
"7360390",relations,,,,,,,,,,,,,yes,30.3981729074708,59.9591944695336,POLYGON
"7499727",relations,,,,,,,,,,,,,yes,30.39952445,59.9593871,POLYGON
"7499726",relations,,,,,,,,,,,,,yes,30.3994574810743,59.9593031626923,POLYGON
"7357195",relations,Дача графа Безбородко,,,,,,,,,,,,yes,30.400287578273,59.9588922707022,POLYGON
"7357196",relations,Грот пристани дачи Бзбородко,,,,,,,,,"-1",,,yes,30.3998076022227,59.9583375693723,POLYGON
"7492210",relations,,,,,,,,,,,,,school,30.3988145388777,59.9591842846647,POLYGON
"7492209",relations,,,,,,,,,,,,,yes,30.3992896526338,59.9591389667148,POLYGON
"3793464",relations,Любашинский сад,,,,,,,,park,,,,,30.3985040842509,59.9679327581851,MULTIPOLYGON
"7033477",relations,,,,,,,,,,,,,apartments,30.4023004248369,59.9631229234868,MULTIPOLYGON
"16150527",relations,Гостевая парковка,,parking,surface,,,,,,,,asphalt,,30.4015123790402,59.9633017769522,POLYGON
"14421385",relations,,,,,,,,,,,,,office,30.4041061664437,59.9614750742674,POLYGON
"11711880",relations,сквер Безбородко,,,,,,,,park,,,,,30.4042228736379,59.9634238638486,POLYGON
"9080531",relations,,,,,,,,,,,,,apartments,30.4049973207851,59.9624573490122,MULTIPOLYGON
"7360389",relations,Бизнес-центр «Бенуа»,,,,,,,,,,,,commercial,30.4055278455223,59.9587932823286,POLYGON
"15815222",relations,парк Академика Сахарова,,,,,,,,park,,,,,30.4139206557119,59.9783159175855,MULTIPOLYGON
"17435950",relations,Лицей № 179,,,,,,,,,,,,construction,30.3688954416304,59.9820186133783,POLYGON
"2635853",relations,,,,,,,,,,,,,office,30.3535785149589,59.9569344051937,POLYGON
"15322588",relations,,,,,,,,,,,,,apartments,30.3906762818506,59.9734567706505,POLYGON
"7360387",relations,,,parking,surface,,,,,,,,,,30.406722279032,59.9597638656578,POLYGON
"7360393",relations,Бизнес-центр «Бенуа»,,,,,,,,,,,,office,30.4062988196936,59.9595866349686,POLYGON
"5442990",relations,,,,,,,,,,,,,kindergarten,30.4070121082925,59.9675804370847,POLYGON
"5435433",relations,,,,,,,,,,,,,service,30.4007216683127,59.973879347762,POLYGON
"1600335",relations,,,,,,,,,,,,,apartments,30.3521891739878,59.9563272339211,POLYGON
"2635852",relations,,,,,,,,,,,,,commercial,30.3530315791741,59.9570237793757,POLYGON
"1600334",relations,,,,,,,,,,,,,apartments,30.3534352519399,59.9557755991046,POLYGON
"1600389",relations,,,,,,,,,,,,,yes,30.3533037351484,59.9547953064259,POLYGON
"417602",relations,,,,,,,,,,,,,apartments,30.3538811180171,59.958744721272,POLYGON
"3203923",relations,,,,,,,,,,,,,yes,30.3572829307315,59.9784829404429,POLYGON
"943823",relations,,,,,,,,,,,,,yes,30.3587188203375,59.9711162546751,POLYGON
"3203917",relations,,,,,,,,,,,,,yes,30.3532144632203,59.9737464650328,POLYGON
"950660",relations,,,,,,,,,,,,,retail,30.3552472313308,59.97823288462,POLYGON
"3203916",relations,"СТО ""Людмила""",,car_wash,,,,,,,,,,yes,30.3477855782443,59.977635227126,POLYGON
"3203920",relations,,,,,,,,,,,,,yes,30.3483739534589,59.9769713148785,POLYGON
"16261777",relations,,,,,,,,,,,,,yes,30.3485528964711,59.9774962531229,POLYGON
"16261776",relations,,,,,,,,,,,,,yes,30.3488125305248,59.9775666466177,POLYGON
"3203919",relations,,,,,,,,,,,,,yes,30.3496266777009,59.9775239111007,POLYGON
"3203918",relations,,,,,,,,,,,,,yes,30.3460909696139,59.9770082905338,POLYGON
"3203927",relations,,,,,,,,,,,,,office,30.3461549084449,59.9773867011638,POLYGON
"3203928",relations,,,,,,,,,,,,,industrial,30.3465756523709,59.9766848483242,POLYGON
"16261775",relations,,,,,,,,,,,,,yes,30.3473789187014,59.9766739703547,POLYGON
"17026339",relations,,,,,,,,,,,,,yes,30.36240815,59.95301165,POLYGON
"17026338",relations,,,,,,,,,,,,,industrial,30.3633112070657,59.9529949768094,POLYGON
"17026337",relations,,,,,,,,,,,,,yes,30.3641520091737,59.9531129504688,POLYGON
"17026344",relations,,,,,,,,,,,,,clinic,30.3674683526066,59.9540196112736,POLYGON
"5660520",relations,,,,,,,,,,,,,yes,30.3678671052271,59.9547806568687,POLYGON
"14645022",relations,,,,,,,,,,,,,apartments,30.3677653003867,59.9558055286137,POLYGON
"5628062",relations,,,,,,,,,,,,,yes,30.3695897524079,59.9608272321743,POLYGON
"5628054",relations,,,,,,,,,,,,,yes,30.3703816440646,59.9597185188439,POLYGON
"5628056",relations,,,,,,,,,,,,,yes,30.3710539562291,59.95893468278,POLYGON
"941767",relations,,,,,,,,,,,,,industrial,30.3715670711409,59.9549761310937,POLYGON
"5628061",relations,,,,,,,,,,,,,yes,30.3734582152306,59.9602034022446,POLYGON
"5628066",relations,,,,,,,,,,,,,yes,30.3726004089435,59.9596022330318,POLYGON
"5628059",relations,,,,,,,,,,,,,yes,30.3711594231116,59.9588738635489,POLYGON
"13531897",relations,,,,,,,,,,,,,yes,30.3713160979458,59.9591844928822,POLYGON
"5628071",relations,,,,,,,,,,,,,yes,30.371109013814,59.9592584034811,POLYGON
"13531898",relations,,,,,,,,,,,,,yes,30.3715677873979,59.9593528197051,POLYGON
"5628058",relations,,,,,,,,,,,,,yes,30.3719271133866,59.9594455363636,POLYGON
"5628072",relations,,,,,,,,,,,,,yes,30.3734658615719,59.9611255482058,POLYGON
"5628068",relations,,,,,,,,,,,,,yes,30.3739441593793,59.9648610952347,POLYGON
"5628070",relations,,,,,,,,,,,,,yes,30.3712931220955,59.9650628119911,POLYGON
"5628067",relations,,,,,,,,,,,,,yes,30.3694212035664,59.9609877539931,POLYGON
"5628063",relations,,,,,,,,,,,,,yes,30.3687182293544,59.9639887946697,POLYGON
"13531914",relations,,,,,,,,,,,,,yes,30.3638756620579,59.9633174412129,POLYGON
"13531881",relations,,,,,,,,,,,,,yes,30.3643273965207,59.9614146566512,POLYGON
"15737548",relations,,,,,,,,,,,,,apartments,30.3667424949513,59.9557666719059,POLYGON
"5660521",relations,,,,,,,,,,,,,yes,30.3671320564823,59.9533316663537,POLYGON
"17026336",relations,,,,,,,,,,,,,yes,30.3650621,59.953132,POLYGON
"17026343",relations,,,,,,,,,,,,,yes,30.3642966033358,59.9536462934255,POLYGON
"14645026",relations,,,,,,,,,,,,,apartments,30.3635849974048,59.9549819221935,POLYGON
"13531468",relations,,,,,,,,,,,,,yes,30.3637813759415,59.9588838238384,POLYGON
"13531809",relations,,,,,,,,,,,,,yes,30.3631131658927,59.9603633422875,POLYGON
"13531351",relations,,,,,,,,,,,,,yes,30.3623472572112,59.9589830703999,POLYGON
"13531799",relations,,,,,,,,,,,,,yes,30.3618447328602,59.9601164872219,POLYGON
"13531798",relations,,,,,,,,,,,,,industrial,30.3629029439859,59.9580196631878,POLYGON
"14592566",relations,,,,,,,,,,,,,apartments,30.3609294957356,59.9553693425102,POLYGON
"1785457",relations,,,,,,,,,,,,,yes,30.3597976337059,59.954230409142,POLYGON
"10364238",relations,Симбирский сад,,,,,,,,park,,,,,30.3597528028688,59.9553165600233,MULTIPOLYGON
"16265839",relations,,,,,,,,,,,,,yes,30.3593893697619,59.9727584408846,POLYGON
"3203924",relations,,,,,,,,,,,,,industrial,30.3619122960573,59.9773170144359,POLYGON
"3203922",relations,,,,,,,,,,,,,yes,30.3636703010595,59.9772505373272,POLYGON
"3203921",relations,,,,,,,,,,,,,civic,30.3637511884729,59.9780908717459,POLYGON
